popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,music_genre
39,0.933,0.525,670480,low,4.01e-06,0.0927,-15.075,0.0544,118,0.0948,Jazz
34,0.0723,0.767,311040,medium,0.000108,0.302,-8.089,0.113,118,0.932,Jazz
28,0.362,0.639,290467,low,0.439,0.0805,-14.182,0.0354,149,0.65,Jazz
36,0.936,0.5870000000000001,199533,low,2.15e-06,0.118,-20.241,0.0666,77,0.53,Jazz
46,0.936,0.503,396987,low,0.0,0.3229999999999999,-17.726,0.0473,113,0.13,Jazz
33,0.318,0.7609999999999999,178933,low,0.000287,0.0898,-8.065,0.0466,77,0.368,Jazz
34,0.0763,0.341,304238,high,0.312,0.0791,-5.443,0.061,103,0.351,Jazz
35,0.879,0.6,180875,low,0.851,0.133,-9.18,0.0455,170,0.544,Jazz
59,0.738,0.372,465133,low,0.7290000000000001,0.0917,-22.966,0.0319,96,0.195,Jazz
34,0.331,0.767,227440,high,0.848,0.0707,-9.975,0.0274,112,0.94,Jazz
36,0.34,0.632,255560,medium,0.775,0.0991,-7.977,0.0555,170,0.6729999999999999,Jazz
27,0.499,0.708,242857,medium,0.0,0.0997,-9.415,0.212,84,0.684,Jazz
58,0.357,0.586,291040,low,0.474,0.0762,-10.904000000000002,0.0242,81,0.21,Jazz
36,0.79,0.597,261200,low,0.0,0.125,-16.807000000000002,0.0465,121,0.341,Jazz
39,0.291,0.424,620173,low,0.775,0.187,-12.583,0.0288,171,0.257,Jazz
47,0.0315,0.813,240980,low,0.0,0.11,-11.101,0.344,112,0.66,Jazz
36,0.162,0.865,124796,low,0.938,0.111,-6.919,0.0666,94,0.7070000000000001,Jazz
37,0.515,0.623,288933,medium,0.0404,0.364,-8.532,0.04,103,0.435,Jazz
29,0.439,0.779,318173,low,0.177,0.223,-10.701,0.0274,94,0.367,Jazz
46,0.762,0.649,189400,low,7.82e-06,0.684,-16.551,0.0799,61,0.648,Jazz
31,0.281,0.67,257093,high,0.376,0.1889999999999999,-8.361,0.0274,106,0.6990000000000001,Jazz
42,0.664,0.3389999999999999,191240,low,8.39e-05,0.11,-13.054,0.0412,86,0.282,Jazz
51,0.823,0.8009999999999999,198586,low,0.00341,0.107,-10.867,0.312,86,0.53,Jazz
35,0.0967,0.504,615947,medium,0.899,0.155,-11.675999999999998,0.1369999999999999,135,0.575,Jazz
44,0.083,0.4029999999999999,307440,high,0.841,0.772,-9.06,0.0893,148,0.764,Jazz
0,0.0232,0.564,232427,medium,0.715,0.0758,-8.658,0.0518,85,0.727,Jazz
30,0.825,0.741,274683,low,0.000681,0.0968,-9.561,0.21,74,0.522,Jazz
39,0.934,0.7929999999999999,64865,low,0.72,0.102,-16.555999999999997,0.0525,148,0.857,Jazz
34,0.291,0.3389999999999999,534752,high,0.928,0.0896,-6.393,0.142,125,0.441,Jazz
40,0.0135,0.509,260027,medium,0.0437,0.141,-6.461,0.0321,92,0.173,Jazz
44,0.792,0.5670000000000001,162867,low,0.0,0.106,-16.445999999999998,0.0562,79,0.3429999999999999,Jazz
43,0.456,0.503,400707,low,0.804,0.1119999999999999,-9.641,0.0369,139,0.401,Jazz
56,0.87,0.436,185280,low,1.02e-05,0.221,-14.332,0.0472,74,0.289,Jazz
1,0.0211,0.49,154412,medium,0.471,0.3329999999999999,-7.18,0.382,168,0.684,Jazz
48,0.826,0.384,153600,low,0.0,0.5529999999999999,-11.961,0.0319,170,0.667,Jazz
42,0.1639999999999999,0.7140000000000001,242507,medium,0.0739,0.106,-5.295,0.0302,95,0.617,Jazz
35,0.82,0.473,448147,low,0.0145,0.107,-16.340999999999998,0.0427,123,0.162,Jazz
54,0.7140000000000001,0.529,125960,low,0.0,0.0571,-8.586,0.0445,138,0.6679999999999999,Jazz
31,0.61,0.445,428200,medium,7.66e-06,0.0853,-10.226,0.0385,136,0.602,Jazz
50,0.971,0.203,173533,low,0.0213,0.108,-19.755,0.0404,173,0.115,Jazz
35,0.675,0.615,138320,low,0.0,0.1939999999999999,-12.382,0.0508,73,0.7490000000000001,Jazz
37,0.76,0.586,483280,low,0.7829999999999999,0.102,-15.468,0.0363,93,0.391,Jazz
55,0.937,0.6679999999999999,203520,low,1.52e-05,0.0878,-12.412,0.0382,100,0.147,Jazz
42,0.287,0.595,303373,low,0.000235,0.201,-10.624,0.0345,147,0.6659999999999999,Jazz
30,0.962,0.406,368107,low,0.929,0.181,-13.767,0.0413,103,0.292,Jazz
48,0.888,0.66,325507,low,0.0007639999999999,0.111,-19.2,0.0496,130,0.362,Jazz
45,0.846,0.606,126370,low,0.857,0.0921,-8.404,0.0909,183,0.369,Jazz
57,0.1939999999999999,0.708,222281,low,0.00602,0.0918,-9.511,0.241,90,0.619,Jazz
63,0.907,0.152,298133,low,0.00371,0.107,-21.102,0.0336,66,0.121,Jazz
50,0.825,0.428,275071,low,0.000176,0.0821,-9.906,0.0496,79,0.142,Jazz
57,0.795,0.455,119960,low,0.00252,0.249,-11.999,0.0275,83,0.476,Jazz
37,0.898,0.44,316159,low,0.9,0.115,-16.594,0.0548,84,0.528,Jazz
40,0.262,0.685,309786,medium,0.3929999999999999,0.119,-8.36,0.0393,93,0.7559999999999999,Jazz
49,0.625,0.607,349600,medium,9.74e-06,0.0489,-9.085,0.0327,177,0.95,Jazz
44,0.486,0.757,232307,medium,0.00371,0.109,-9.31,0.175,89,0.675,Jazz
63,0.6940000000000001,0.6509999999999999,210000,low,0.0249,0.11,-9.175,0.0341,76,0.5329999999999999,Jazz
55,0.848,0.478,243480,low,0.0021,0.0883,-18.664,0.0294,68,0.184,Jazz
36,0.7979999999999999,0.5539999999999999,91429,low,0.8009999999999999,0.0887,-14.281,0.0324,84,0.114,Jazz
38,0.0283,0.655,524750,medium,0.816,0.106,-10.696,0.142,154,0.7040000000000001,Jazz
48,0.000869,0.552,212597,high,0.0285,0.417,-5.698,0.0796,90,0.564,Jazz
58,0.933,0.466,259760,low,2.45e-05,0.12,-9.087,0.0393,118,0.245,Jazz
39,0.54,0.537,295413,low,0.0,0.118,-17.432000000000002,0.0689,97,0.616,Jazz
0,0.617,0.652,256507,medium,0.731,0.12,-8.627,0.0543,168,0.809,Jazz
47,0.113,0.6970000000000001,271027,high,0.0,0.105,-5.912999999999999,0.0378,118,0.8959999999999999,Jazz
37,0.125,0.5529999999999999,251733,medium,0.58,0.111,-6.3420000000000005,0.0678,76,0.278,Jazz
31,0.0211,0.5820000000000001,252013,high,0.8690000000000001,0.0818,-7.562,0.0335,97,0.85,Jazz
42,0.107,0.809,296880,high,0.0004969999999999,0.261,-5.606,0.0458,108,0.828,Jazz
37,0.24,0.7829999999999999,240333,medium,7.85e-06,0.248,-5.989,0.0359,120,0.964,Jazz
33,0.249,0.534,841747,medium,0.418,0.096,-9.931,0.0332,119,0.5820000000000001,Jazz
37,0.865,0.769,134466,low,0.931,0.113,-13.617,0.282,158,0.846,Jazz
51,0.8,0.445,176333,low,0.0742,0.115,-13.394,0.0362,86,0.547,Jazz
46,0.831,0.5920000000000001,355040,medium,0.0,0.155,-7.091,0.0746,79,0.713,Jazz
38,0.00497,0.7440000000000001,157858,medium,0.0,0.165,-10.007,0.0619,123,0.216,Jazz
44,0.7859999999999999,0.39,205320,low,0.0124,0.096,-14.285,0.037,83,0.797,Jazz
38,0.477,0.602,338453,medium,0.000357,0.092,-7.551,0.0805,93,0.764,Jazz
39,0.37,0.6859999999999999,220357,high,0.000101,0.0326,-5.196000000000001,0.064,102,0.902,Jazz
39,0.0541,0.954,202480,high,0.7859999999999999,0.111,-7.935,0.0422,122,0.952,Jazz
34,0.441,0.562,157307,medium,3.33e-05,0.351,-9.14,0.0984,78,0.731,Jazz
43,0.93,0.585,182200,low,0.115,0.128,-16.692999999999998,0.0802,90,0.583,Jazz
30,0.526,0.698,409000,low,0.597,0.11,-12.171,0.108,128,0.2789999999999999,Jazz
36,0.0014199999999999,0.5920000000000001,274967,high,0.64,0.1669999999999999,-6.992999999999999,0.0422,133,0.461,Jazz
50,0.667,0.435,259067,medium,0.341,0.108,-8.311,0.0329,107,0.574,Jazz
50,0.122,0.593,228107,medium,0.821,0.0997,-13.889,0.0629,180,0.148,Jazz
60,0.974,0.474,377320,low,0.873,0.1119999999999999,-17.762,0.0297,107,0.1159999999999999,Jazz
60,0.941,0.4379999999999999,141133,low,0.00643,0.109,-26.44,0.0382,133,0.2769999999999999,Jazz
36,0.298,0.659,403200,low,0.7140000000000001,0.0588,-16.255,0.0368,90,0.846,Jazz
28,0.931,0.3829999999999999,179040,low,0.0,0.106,-12.776,0.0328,135,0.204,Jazz
28,0.0317,0.6729999999999999,322027,high,0.7929999999999999,0.0465,-5.941,0.0303,119,0.907,Jazz
35,0.981,0.73,162733,low,0.898,0.0966,-10.898,0.0613,115,0.644,Jazz
56,0.945,0.382,347147,low,0.457,0.128,-26.788,0.0412,101,0.157,Jazz
49,0.00054,0.5710000000000001,362029,high,0.4679999999999999,0.386,-5.994,0.0416,129,0.466,Jazz
41,0.143,0.384,212200,medium,1.57e-05,0.674,-7.194,0.0762,98,0.693,Jazz
41,0.581,0.397,37880,medium,0.0119,0.173,-21.698,0.0468,109,0.7290000000000001,Jazz
52,0.959,0.597,255533,low,0.9,0.134,-21.112,0.0284,94,0.262,Jazz
62,0.385,0.684,282240,medium,0.29,0.106,-13.337,0.0418,114,0.616,Jazz
43,0.000262,0.209,425588,medium,0.0289999999999999,0.313,-6.882999999999999,0.0445,189,0.377,Jazz
46,0.0472,0.7909999999999999,286787,medium,0.948,0.185,-6.332999999999999,0.0369,107,0.5539999999999999,Jazz
39,0.465,0.433,197040,medium,2.32e-05,0.24,-11.678,0.0315,74,0.721,Jazz
44,0.0271,0.3989999999999999,252600,low,0.865,0.0945,-16.038,0.0337,108,0.119,Jazz
31,0.887,0.4429999999999999,242867,low,0.782,0.115,-15.276,0.0375,99,0.286,Jazz
37,0.4589999999999999,0.607,84320,medium,0.885,0.148,-14.754,0.0392,96,0.2689999999999999,Jazz
39,0.000811,0.487,242480,high,0.805,0.0758,-6.648,0.031,109,0.615,Jazz
44,0.72,0.5429999999999999,328493,low,0.7609999999999999,0.1009999999999999,-16.283,0.0416,89,0.0772,Jazz
39,0.0274,0.376,589787,high,0.784,0.282,-8.591000000000001,0.076,163,0.607,Jazz
39,0.1369999999999999,0.833,256093,medium,0.0112,0.0472,-10.8,0.0434,117,0.8140000000000001,Jazz
45,0.715,0.5379999999999999,256800,medium,0.0175,0.0676,-10.127,0.0408,84,0.764,Jazz
40,0.805,0.424,404787,low,0.884,0.0997,-20.077,0.0379,108,0.132,Jazz
36,0.0442,0.6,215387,high,0.00156,0.602,-9.869,0.0578,89,0.883,Jazz
30,0.485,0.485,508187,medium,0.0168,0.154,-10.414,0.0454,75,0.552,Jazz
48,0.509,0.721,66588,low,0.841,0.107,-8.691,0.0356,94,0.7709999999999999,Jazz
37,0.0654,0.919,195720,medium,0.104,0.0829,-8.785,0.0394,132,0.963,Jazz
37,0.5870000000000001,0.8140000000000001,118673,low,0.78,0.0939,-9.401,0.136,89,0.293,Jazz
42,0.069,0.926,257493,medium,0.0,0.0619,-12.841,0.291,93,0.873,Jazz
40,0.954,0.253,279453,low,7.18e-05,0.175,-11.822,0.0323,78,0.103,Jazz
53,0.655,0.763,144320,medium,0.0,0.158,-9.908,0.0374,103,0.825,Jazz
43,0.655,0.478,435573,low,0.847,0.177,-13.283,0.036,114,0.455,Jazz
36,0.4479999999999999,0.457,280307,low,0.423,0.159,-13.008,0.0345,124,0.257,Jazz
58,0.918,0.5489999999999999,187693,low,0.0,0.159,-13.433,0.0779,79,0.36,Jazz
44,0.512,0.7509999999999999,160467,low,0.0,0.093,-12.231,0.039,114,0.7170000000000001,Jazz
39,0.063,0.485,328806,medium,0.000361,0.221,-9.476,0.0579999999999999,130,0.17,Jazz
45,0.355,0.444,195643,high,9.35e-06,0.14,-7.632999999999999,0.285,87,0.499,Jazz
62,0.8440000000000001,0.617,258960,low,0.0001899999999999,0.139,-16.934,0.0471,124,0.466,Jazz
39,0.00163,0.667,239085,high,0.3929999999999999,0.13,-2.974,0.15,89,0.193,Jazz
41,0.0995,0.467,69720,low,4.08e-05,0.0633,-32.798,0.0399,54,0.084,Jazz
34,0.687,0.528,879013,low,0.623,0.3979999999999999,-15.977,0.0509,121,0.497,Jazz
43,0.0507,0.591,405013,medium,0.3329999999999999,0.129,-10.384,0.0332,136,0.616,Jazz
41,0.466,0.579,340333,low,0.851,0.135,-10.246,0.0274,86,0.191,Jazz
40,0.991,0.467,200600,low,0.141,0.104,-28.227,0.0343,80,0.104,Jazz
42,0.0449,0.518,262319,medium,0.927,0.11,-11.032,0.0297,99,0.3939999999999999,Jazz
28,0.93,0.517,257827,low,0.00555,0.256,-17.164,0.0463,127,0.433,Jazz
41,0.777,0.42,328027,low,0.862,0.1,-14.396,0.0326,100,0.136,Jazz
45,0.99,0.389,129773,low,0.937,0.1639999999999999,-24.719,0.0266,73,0.17,Jazz
53,0.23,0.693,475480,medium,0.8340000000000001,0.0685,-7.232,0.0464,117,0.237,Jazz
35,0.992,0.515,138307,low,0.882,0.27,-13.553,0.0351,62,0.7609999999999999,Jazz
33,0.8240000000000001,0.186,224293,low,5.04e-05,0.146,-12.154000000000002,0.0315,88,0.183,Jazz
35,0.8909999999999999,0.748,177160,medium,0.509,0.108,-5.712999999999999,0.0438,133,0.951,Jazz
40,0.3939999999999999,0.523,336039,medium,0.0004379999999999,0.0699,-7.89,0.0316,135,0.603,Jazz
51,0.855,0.703,429093,low,0.936,0.1119999999999999,-11.853,0.0592,83,0.372,Jazz
37,0.8640000000000001,0.377,172027,low,0.0,0.282,-12.585,0.0329,176,0.536,Jazz
43,0.606,0.74,322234,medium,0.000752,0.1369999999999999,-8.443,0.319,97,0.637,Jazz
43,0.6609999999999999,0.7709999999999999,230696,medium,0.727,0.0761,-8.327,0.0576,105,0.6990000000000001,Jazz
30,0.1119999999999999,0.698,251960,medium,0.831,0.141,-13.352,0.0417,95,0.809,Jazz
35,0.434,0.778,240853,medium,0.0,0.0488,-6.267,0.036,110,0.762,Jazz
56,0.972,0.504,181440,low,4.36e-06,0.174,-14.754,0.0408,107,0.4029999999999999,Jazz
44,0.967,0.499,170000,low,4.27e-06,0.122,-19.736,0.0325,106,0.192,Jazz
37,0.295,0.376,326533,medium,0.122,0.774,-9.309,0.033,90,0.2269999999999999,Jazz
44,0.208,0.573,332293,medium,0.205,0.3,-8.127,0.0352,172,0.524,Jazz
39,0.318,0.7559999999999999,296227,medium,0.713,0.0929,-11.627,0.0403,120,0.838,Jazz
32,0.0996,0.636,358677,high,0.575,0.0902,-5.827999999999999,0.0378,164,0.8370000000000001,Jazz
35,0.244,0.774,403640,medium,0.826,0.046,-11.872,0.0541,115,0.784,Jazz
27,0.755,0.669,274787,low,2.23e-05,0.104,-12.679,0.0665,96,0.608,Jazz
36,9.84e-05,0.381,393913,high,0.87,0.0657,-5.0280000000000005,0.0579,115,0.335,Jazz
43,0.165,0.78,409587,medium,0.168,0.0975,-7.951,0.0379,115,0.932,Jazz
36,0.474,0.7140000000000001,272773,medium,0.727,0.0969,-8.665,0.0341,136,0.603,Jazz
41,0.00671,0.608,250069,low,0.00376,0.114,-9.835,0.0429,80,0.604,Jazz
37,0.593,0.855,364707,low,0.00885,0.1009999999999999,-14.847,0.0415,118,0.768,Jazz
54,0.7390000000000001,0.6809999999999999,197889,medium,0.000177,0.105,-9.964,0.0482,143,0.877,Jazz
36,0.5710000000000001,0.589,251947,high,0.000627,0.0983,-4.4110000000000005,0.0493,109,0.848,Jazz
41,0.5,0.752,274893,medium,0.0832,0.628,-10.2,0.0573,100,0.485,Jazz
49,0.0362,0.5479999999999999,345640,high,0.807,0.0915,-7.28,0.045,173,0.079,Jazz
55,0.951,0.608,230680,low,0.0,0.131,-11.824000000000002,0.0316,71,0.239,Jazz
0,0.841,0.583,22750,high,0.493,0.2269999999999999,-6.481,0.434,84,0.9,Jazz
34,6.6e-05,0.226,506733,high,0.00117,0.122,-5.324,0.0686,170,0.381,Jazz
47,0.606,0.682,183427,low,0.0322,0.11,-11.524,0.235,91,0.598,Jazz
31,0.173,0.636,276360,low,0.622,0.0291,-8.967,0.0328,76,0.607,Jazz
48,0.125,0.638,246613,high,0.3289999999999999,0.1,-7.556,0.0687,172,0.779,Jazz
46,0.873,0.391,287333,low,0.944,0.104,-12.07,0.0291,110,0.179,Jazz
47,0.8540000000000001,0.63,420640,low,0.0215,0.0901,-17.845,0.0545,121,0.402,Jazz
45,0.883,0.469,227219,low,0.00114,0.1159999999999999,-9.165,0.0372,77,0.593,Jazz
41,0.0746,0.852,219789,medium,0.00246,0.113,-4.954,0.301,95,0.764,Jazz
42,0.917,0.591,159773,low,0.344,0.0956,-14.429,0.0469,84,0.4029999999999999,Jazz
47,0.461,0.469,316160,low,9.41e-05,0.111,-14.084,0.0515,109,0.408,Jazz
47,0.805,0.591,167493,low,0.0,0.142,-11.436,0.0775,73,0.401,Jazz
55,0.623,0.47,394920,low,0.187,0.104,-17.035999999999998,0.0399,118,0.059,Jazz
39,0.737,0.525,239000,low,0.79,0.2769999999999999,-11.352,0.0542,106,0.481,Jazz
36,0.456,0.628,246933,low,0.8540000000000001,0.113,-10.625,0.0304,80,0.272,Jazz
32,0.908,0.642,360373,low,0.451,0.7,-24.26,0.0451,117,0.48,Jazz
43,0.846,0.669,239667,medium,0.233,0.16,-5.768,0.0293,98,0.612,Jazz
37,0.909,0.6509999999999999,113870,low,0.918,0.105,-8.186,0.0649,78,0.411,Jazz
29,0.5539999999999999,0.6709999999999999,308040,medium,0.0292,0.109,-7.548999999999999,0.0372,138,0.484,Jazz
56,0.0769,0.61,214720,high,2.64e-06,0.376,-4.997,0.0305,112,0.6890000000000001,Jazz
44,0.408,0.763,120383,low,0.74,0.298,-7.625,0.124,80,0.609,Jazz
35,0.0071099999999999,0.838,188307,medium,0.77,0.296,-9.095,0.0435,125,0.871,Jazz
29,0.6970000000000001,0.675,529827,low,0.626,0.366,-15.797,0.0303,125,0.231,Jazz
33,0.483,0.502,550464,high,0.917,0.161,-8.1,0.0895,128,0.687,Jazz
35,0.258,0.662,230107,high,0.106,0.135,-6.555,0.0298,110,0.767,Jazz
35,0.581,0.619,180708,low,0.0681,0.0684,-12.933,0.0558,135,0.568,Jazz
42,0.552,0.3829999999999999,392800,medium,0.875,0.0975,-11.447,0.0603,203,0.3329999999999999,Jazz
26,0.00109,0.8190000000000001,267573,high,0.8390000000000001,0.0453,-9.479,0.039,101,0.7090000000000001,Jazz
48,0.449,0.667,149987,low,2.33e-06,0.0716,-7.164,0.0602,119,0.768,Jazz
55,0.82,0.573,176013,low,0.0,0.0618,-10.999,0.039,100,0.434,Jazz
49,0.958,0.53,442227,low,0.497,0.278,-17.471,0.0423,125,0.119,Jazz
1,0.155,0.7979999999999999,286960,medium,0.0013,0.113,-12.718,0.0394,115,0.848,Jazz
39,0.677,0.773,177933,medium,0.721,0.0924,-8.283999999999999,0.031,100,0.799,Jazz
46,0.597,0.475,251163,low,0.698,0.211,-11.496,0.0431,172,0.0809,Jazz
31,0.968,0.335,255333,low,0.487,0.119,-21.902,0.0433,124,0.307,Jazz
51,0.933,0.58,196627,low,0.743,0.098,-8.787,0.168,202,0.738,Jazz
42,0.247,0.49,317147,medium,0.964,0.0855,-8.113,0.0308,104,0.176,Jazz
50,0.0969,0.715,159405,low,0.0708,0.259,-8.918,0.0323,97,0.642,Jazz
38,0.0376,0.596,152826,medium,0.000907,0.131,-8.139,0.0562,92,0.251,Jazz
38,0.261,0.703,166860,medium,0.251,0.321,-11.316,0.0409,82,0.775,Jazz
48,0.506,0.6970000000000001,233736,medium,0.0,0.107,-4.279,0.0739,91,0.721,Jazz
39,0.957,0.624,181467,low,0.000159,0.3229999999999999,-17.035999999999998,0.0521,92,0.3289999999999999,Jazz
35,0.353,0.619,234137,low,0.752,0.1,-12.02,0.0336,110,0.0836,Jazz
45,0.989,0.304,379253,low,0.797,0.093,-18.838,0.0396,186,0.0771,Jazz
35,0.7979999999999999,0.422,283355,low,0.7709999999999999,0.1689999999999999,-11.412,0.0299,112,0.0489,Jazz
28,0.821,0.476,446853,low,0.00294,0.103,-10.125,0.0342,157,0.382,Jazz
7,0.306,0.72,292212,medium,1.77e-06,0.0674,-11.592,0.0413,93,0.5710000000000001,Jazz
53,0.985,0.336,190400,low,0.8909999999999999,0.11,-20.494,0.0363,61,0.1969999999999999,Jazz
47,0.8909999999999999,0.461,224346,low,0.000108,0.7090000000000001,-12.102,0.0397,127,0.35,Jazz
40,0.682,0.6679999999999999,245187,medium,0.0002189999999999,0.105,-6.944,0.0528,96,0.7040000000000001,Jazz
29,0.2289999999999999,0.6890000000000001,228760,low,0.836,0.0963,-17.094,0.0327,113,0.775,Jazz
34,0.6659999999999999,0.619,214910,low,0.0,0.1119999999999999,-15.284,0.0286,140,0.44,Jazz
50,0.903,0.636,86154,low,0.917,0.0956,-10.628,0.178,78,0.765,Jazz
40,0.0575,0.545,132438,low,0.855,0.0751,-14.345999999999998,0.0298,80,0.405,Jazz
44,0.794,0.431,167853,low,0.0,0.303,-8.615,0.0267,97,0.31,Jazz
50,0.8909999999999999,0.4039999999999999,115696,low,0.000429,0.0732,-13.295,0.069,204,0.8420000000000001,Jazz
48,0.0775,0.8220000000000001,114650,low,0.8540000000000001,0.111,-8.617,0.356,78,0.0533,Jazz
34,0.585,0.741,326667,low,0.868,0.0809,-14.824000000000002,0.0449,120,0.216,Jazz
57,0.8640000000000001,0.595,300507,low,0.0182,0.114,-16.395,0.0409,87,0.728,Jazz
38,0.173,0.679,195231,low,0.879,0.121,-9.801,0.0474,80,0.747,Jazz
42,0.0166,0.773,230769,medium,0.184,0.0863,-10.374,0.0651,104,0.856,Jazz
29,0.688,0.6559999999999999,257440,medium,0.7859999999999999,0.0661,-9.268,0.0289999999999999,104,0.705,Jazz
41,3.98e-05,0.389,485000,high,0.184,0.138,-5.318,0.0579999999999999,111,0.12,Jazz
52,0.911,0.356,164560,low,0.00418,0.0983,-17.808,0.037,85,0.163,Jazz
51,0.949,0.296,253800,low,1.7199999999999998e-05,0.0877,-17.234,0.0527,64,0.184,Jazz
44,0.24,0.422,182347,medium,0.858,0.708,-9.653,0.0577,85,0.205,Jazz
54,0.665,0.7829999999999999,233120,medium,0.0,0.204,-9.523,0.0814,92,0.906,Jazz
38,0.15,0.3939999999999999,284817,low,0.888,0.121,-10.398,0.0449,179,0.637,Jazz
40,0.00244,0.5579999999999999,362227,high,0.91,0.0899,-9.817,0.0395,115,0.885,Jazz
43,0.00437,0.5820000000000001,210120,high,0.00295,0.171,-5.572,0.154,130,0.655,Jazz
26,0.178,0.6629999999999999,248640,medium,0.0327,0.152,-7.772,0.0277,100,0.506,Jazz
39,0.138,0.441,484532,medium,0.777,0.6970000000000001,-10.33,0.0618,142,0.439,Jazz
36,0.677,0.532,216067,low,0.935,0.107,-15.859000000000002,0.033,93,0.1159999999999999,Jazz
49,0.5529999999999999,0.306,276910,medium,0.7759999999999999,0.136,-10.073,0.0448,88,0.374,Jazz
34,0.629,0.492,315733,medium,0.0162,0.777,-12.119000000000002,0.1369999999999999,169,0.6779999999999999,Jazz
31,0.85,0.55,280507,low,0.608,0.36,-13.128,0.0395,173,0.534,Jazz
59,0.148,0.746,64500,low,0.946,0.126,-9.119,0.149,89,0.574,Jazz
46,0.431,0.4429999999999999,126665,medium,0.2189999999999999,0.2239999999999999,-6.783,0.259,83,0.349,Jazz
32,0.8,0.198,162840,low,3.6e-05,0.162,-7.725,0.0328,174,0.433,Jazz
35,0.986,0.3939999999999999,346160,low,0.845,0.165,-17.782,0.035,65,0.208,Jazz
62,0.417,0.638,278867,low,0.439,0.0611,-16.516,0.0673,155,0.7340000000000001,Jazz
47,0.0326,0.7659999999999999,71052,medium,0.213,0.161,-9.923,0.0651,85,0.8440000000000001,Jazz
0,0.7659999999999999,0.293,210960,low,4.17e-06,0.191,-5.261,0.0339,131,0.214,Jazz
45,0.1989999999999999,0.302,249854,medium,0.00612,0.223,-8.184,0.0898,101,0.163,Jazz
29,0.326,0.466,239587,medium,0.631,0.0793,-10.459,0.0389,104,0.386,Jazz
54,0.936,0.696,131024,low,4.3e-05,0.114,-14.541,0.0383,130,0.484,Jazz
34,0.0114,0.6809999999999999,152333,low,0.782,0.0787,-10.041,0.0553,90,0.361,Jazz
33,0.0336,0.422,453693,medium,0.435,0.206,-11.162,0.0409,119,0.7190000000000001,Jazz
34,0.75,0.513,361733,low,0.163,0.102,-13.431,0.0424,81,0.488,Jazz
42,0.239,0.366,140690,low,0.73,0.172,-8.635,0.0336,174,0.223,Jazz
40,0.8,0.4629999999999999,202467,low,1.18e-05,0.201,-8.701,0.12,52,0.506,Jazz
36,0.757,0.634,300067,medium,0.000268,0.0864,-6.906000000000001,0.0708,172,0.56,Jazz
32,0.966,0.634,192255,low,0.139,0.104,-25.172,0.0627,117,0.557,Jazz
43,0.99,0.7090000000000001,180027,low,0.7959999999999999,0.0831,-12.245,0.0828,132,0.8190000000000001,Jazz
53,0.792,0.679,220427,low,0.00256,0.122,-7.478,0.0284,126,0.292,Jazz
48,0.257,0.779,467517,medium,0.877,0.0806,-7.463999999999999,0.0639,91,0.501,Jazz
45,0.979,0.299,303160,low,0.682,0.0887,-21.701,0.0567,178,0.0526,Jazz
37,0.479,0.569,266200,medium,0.0038399999999999,0.148,-8.465,0.0399,86,0.431,Jazz
45,0.805,0.653,256295,medium,0.258,0.327,-7.343999999999999,0.0286,91,0.3779999999999999,Jazz
29,0.97,0.605,194333,low,0.317,0.0566,-13.687,0.068,179,0.91,Jazz
37,0.22,0.7759999999999999,180208,low,0.0,0.087,-18.156,0.0386,125,0.961,Jazz
38,0.763,0.528,427267,medium,0.0067599999999999,0.0546,-9.372,0.0477,125,0.652,Jazz
33,0.286,0.456,396237,medium,0.0,0.0698,-9.87,0.256,169,0.514,Jazz
31,0.871,0.475,169267,low,7.730000000000001e-05,0.0631,-13.149,0.0329,100,0.555,Jazz
33,0.69,0.647,233684,medium,0.738,0.113,-6.229,0.149,152,0.3989999999999999,Jazz
40,0.768,0.487,213499,medium,0.8320000000000001,0.125,-15.91,0.0701,93,0.969,Jazz
38,0.485,0.6729999999999999,313027,low,0.54,0.106,-8.052999999999999,0.0436,116,0.222,Jazz
45,4.8e-05,0.28,168000,high,0.249,0.25,-7.31,0.154,115,0.0807,Jazz
36,0.6659999999999999,0.667,195827,low,0.7759999999999999,0.106,-12.547,0.0498,120,0.775,Jazz
46,0.178,0.644,234733,medium,0.00212,0.1369999999999999,-8.362,0.0352,77,0.627,Jazz
47,0.863,0.296,181200,low,0.000155,0.109,-17.38,0.045,79,0.217,Jazz
54,0.88,0.6729999999999999,233893,low,0.413,0.102,-18.429,0.0322,129,0.37,Jazz
48,0.39,0.61,433613,low,0.84,0.0899,-13.138,0.0323,80,0.087,Jazz
33,0.475,0.787,276907,medium,0.0,0.0959,-6.472,0.0546,99,0.963,Jazz
31,0.236,0.539,224267,medium,0.775,0.114,-7.407,0.0399,78,0.7809999999999999,Jazz
30,0.367,0.727,292320,medium,0.606,0.252,-8.773,0.0304,140,0.7829999999999999,Jazz
36,0.363,0.585,135034,medium,0.415,0.132,-6.627000000000001,0.023,87,0.684,Jazz
49,0.386,0.556,129255,low,0.473,0.142,-6.768,0.486,160,0.547,Jazz
35,0.659,0.489,278133,low,0.222,0.173,-16.195,0.0488,122,0.682,Jazz
44,0.114,0.3429999999999999,383360,high,0.747,0.384,-7.237,0.047,135,0.508,Jazz
50,0.688,0.693,282507,low,0.866,0.104,-11.045,0.0476,94,0.53,Jazz
